,Tipo de Documento,Documento,Nome,Fontes
20,CNPJ,08929172000156,AMARAL & FERREIRA LTDA - ME,socios-brasil
21,CNPJ,03042060000165,AMARAL & FERREIRA MATERIAL DE CONSTRUCAO LTDA - ME,socios-brasil
22,CNPJ,12843661000168,AMARAL & FERREIRA MENDES LTDA - ME,socios-brasil
23,CNPJ,10441722000135,AMARAL & FERREIRA MODAS LTDA - ME,socios-brasil
24,CNPJ,20775633000189,AMARAL & FERREIRA REPRESENTACAO E COMERCIO LTDA - ME,socios-brasil
25,CNPJ,22722825000152,AMARAL FERREIRA & SCHLOSSER ADVOCACIA,socios-brasil
26,CNPJ,03571450000122,AMARAL FERREIRA & SILVA CONSTRUTORA LTDA,socios-brasil
27,CNPJ,12867462000190,AMARAL & FERREIRA TRANSPORTES LTDA - EPP,socios-brasil
28,CNPJ,08173645000138,AMARAL & FERREIRA VEICULOS LTDA - ME,socios-brasil
29,CNPJ,08610937000190,AMARAL FESTAS E EVENTOS LTDA - ME,socios-brasil
30,CNPJ,03386202000101,AMARAL FESTAS LTDA - ME,socios-brasil
31,CNPJ,14860995000175,AMARAL FIGUEIREDO & AMARAL LTDA - ME,socios-brasil
32,CNPJ,08862284000137,AMARAL FIGUEIREDO COMERCIO DE ALIMENTOS LTDA - ME,socios-brasil
33,CNPJ,21584319000181,AMARAL & FIGUEIREDO COMERCIO FARMACEUTICO LTDA - ME,socios-brasil
34,CNPJ,13864422000157,AMARAL & FIGUEIREDO LTDA - ME,socios-brasil
35,CNPJ,26560935000116,AMARAL & FIGUEIREDO SERVICOS DE INFORMATICA LTDA - ME,socios-brasil
36,CNPJ,11681973000150,AMARAL & FILHA CONSTRUCOES LTDA,socios-brasil
37,CNPJ,02402123000184,AMARAL FILHO ADVOGADOS ASSOCIADOS,socios-brasil
38,CNPJ,02989756000130,AMARAL FILHO & AMARAL TAQUARITUBA LTDA - ME,socios-brasil
39,CNPJ,01209263000178,AMARAL FILHO & CARRARO LTDA - ME,socios-brasil
40,CNPJ,01972856000191,AMARAL FILHO CONSTRUCAO CIVIL LTDA,socios-brasil
41,CNPJ,33899899000185,AMARAL & FILHO CONSTRUCOES LTDA - ME,socios-brasil
42,CNPJ,01744526000149,AMARAL & FILHO LTDA,socios-brasil
43,CNPJ,01697182000164,AMARAL & FILHO LTDA - ME,socios-brasil
44,CNPJ,05576611000104,AMARAL & FILHO LTDA - ME,socios-brasil
45,CNPJ,00151477000178,AMARAL FILHO RESTAURANTE ITALIANO EIRELI - ME,"socios-brasil,gastos-deputados"
46,CNPJ,19843106000185,AMARAL & FILHOS CONSTRUCAO CIVIL LTDA - ME,socios-brasil
47,CNPJ,05949089000150,AMARAL & FILHOS CORRETORA DE MERCADORIAS LTDA - ME,socios-brasil
48,CNPJ,19108569000101,AMARAL & FILHOS EMPREENDIMENTOS IMOBILIARIOS LTDA - ME,socios-brasil
49,CNPJ,26503527000122,AMARAL FILHO SOCIEDADE INDIVIDUAL DE ADVOCACIA,socios-brasil
0,CNPJ,17260011000103,AMARAL & FILHOS PARTICIPACOES LTDA.,socios-brasil
1,CNPJ,63815740000104,AMARAL FILHOS REPRESENTACOES LTDA - ME,socios-brasil
2,CNPJ,35830504000113,AMARAL FILTRAGEM E FRATURAMENTO LTDA - ME,socios-brasil
3,CNPJ,54771340000145,AMARAL & FIORAMONTI LTDA - ME,socios-brasil
4,CNPJ,13261611000135,AMARAL FISICA MEDICA E RADIOPROTECAO LTDA,socios-brasil
5,CNPJ,26174678000184,AMARAL FISIOTERAPIA MEDICO PSICOLOGICA LTDA - ME,socios-brasil
6,CNPJ,13084146000104,AMARALFLEX BUSINESS SERVICOS LTDA,socios-brasil
7,CNPJ,13426030000106,AMARAL FLORES EDIFICACOES EIRELI - EPP,socios-brasil
8,CNPJ,07713780000166,AMARAL FLORESTAL TRANSPORTES LTDA - ME,socios-brasil
9,CNPJ,10864789000182,AMARAL & FLOR SONHO DE BEBE LTDA - ME,socios-brasil
10,CNPJ,07004844000150,AMARAL FONSECA ADVOGADOS ASSOCIADOS,socios-brasil
11,CNPJ,18093484000126,AMARAL FONSECA & CIA LTDA - ME,socios-brasil
12,CNPJ,26231583000155,AMARAL FONSECA CONSULTORIA E REPRESENTACAO COMERCIAL LTDA - ME,socios-brasil
13,CNPJ,02839061000172,AMARAL & FONSECA LTDA,socios-brasil
14,CNPJ,07754753000131,AMARAL FONSECA PERES COMERCIO E SERVICOS DE INFORMATICA LTDA - ME,socios-brasil
15,CNPJ,17572672000174,AMARAL FONSECA SERVICOS LTDA - ME,socios-brasil
16,CNPJ,05344842000184,AMARAL & FONTANA LTDA - ME,socios-brasil
17,CNPJ,03258718000170,AMARAL & FONTELA LTDA,socios-brasil
18,CNPJ,02935768000182,AMARAL FONTOURA REPRESENTACOES LTDA,socios-brasil
19,CNPJ,20934211000109,AMARAL & FORNANCIARI LTDA - ME,socios-brasil
20,CNPJ,00836308000171,AMARAL & FORTES LTDA - ME,socios-brasil
21,CNPJ,04473677000106,AMARAL & FORTEZA LTDA - ME,socios-brasil
22,CNPJ,57274169000157,AMARAL FRACALANZA PARTICIPACOES S/C LTDA,socios-brasil
24,CNPJ,03385589000181,AMARAL & FRANCA CONSTRUCOES LTDA,socios-brasil
25,CNPJ,07233031000131,"AMARAL, FRANCA E SILVA ENSINO E PESQUISA EIRELI - ME",socios-brasil
26,CNPJ,07220699000144,AMARAL & FRANCA - FOTOCOPIAS E DIGITALIZACAO LTDA - ME,socios-brasil
27,CNPJ,27344462000182,AMARAL & FRANCA SERVICOS POSTUMOS LTDA - ME,socios-brasil
28,CNPJ,09548188000181,AMARAL & FRANCISCO LTDA - ME,socios-brasil
29,CNPJ,09323306000153,AMARAL FRANCO COMERCIO DE VIDROS LTDA - ME,socios-brasil
30,CNPJ,03302550000153,AMARAL & FRANCO COMERCIO E REPRESENTACOES LTDA - ME,socios-brasil
31,CNPJ,11325264000131,"AMARAL FRANCO E CINTRA ZURCHER, SOCIEDADE DE ADVOGADOS",socios-brasil
32,CNPJ,17890163000190,AMARAL & FRANCO - ENGENHARIA E PROJETOS LTDA - EPP,socios-brasil
33,CNPJ,05243171000165,AMARAL FRARE REPRESENTACOES E CONSULTORIA LTDA - ME,socios-brasil
34,CNPJ,08930394000199,AMARAL & FREGONESI LTDA. - ME,socios-brasil
35,CNPJ,70488499000103,AMARAL & FREIRE LTDA - ME,socios-brasil
36,CNPJ,07268059000104,AMARAL & FREIRE LTDA - ME,socios-brasil
37,CNPJ,20239104000160,AMARAL FREITAS BAR E RESTAURANTE LTDA - ME,socios-brasil
38,CNPJ,22721605000104,AMARAL FREITAS & CIA LTDA - EPP,socios-brasil
39,CNPJ,19439360000112,AMARAL & FREITAS CONSTRUCOES E EMPREENDIMENTOS LTDA - ME,socios-brasil
40,CNPJ,12182019000185,AMARAL & FREITAS LTDA - ME,socios-brasil
41,CNPJ,05519201000113,AMARAL FREITAS PECAS LTDA - ME,socios-brasil
42,CNPJ,22047999000167,AMARAL & FREITAS TRANSPORTES E LOCACOES LTDA - ME,socios-brasil
43,CNPJ,05521334000124,AMARAL & FRIAS LTDA - ME,socios-brasil
44,CNPJ,11459372000105,"AMARAL, FRIZZO & TRAIANO CONSULTORIA LTDA",socios-brasil
45,CNPJ,03463892000155,AMARAL FURLAN E OLIVEIRA SOCIEDADE DE ADVOGADOS,socios-brasil
46,CNPJ,14136967000100,AMARAL FURTADO COMERCIO DE ROUPAS E ACESSORIOS LTDA - ME,socios-brasil
47,CNPJ,11605798000111,AMARAL & FURTADO COMERCIO E EMPREITEIRA LTDA - ME,socios-brasil
48,CNPJ,18821860000151,AMARAL & FURTADO COMERCIO E SERVICOS LTDA - ME,socios-brasil
49,CNPJ,14122880000183,AMARAL FURTADO E CIA LTDA - ME,socios-brasil
0,CNPJ,11997957000170,AMARAL FURTADO REPRESENTACOES COMERCIAIS LTDA - ME,socios-brasil
1,CNPJ,30970214000151,AMARAL FUTEBOL CLUBE,socios-brasil
2,CNPJ,5117650000135,AMARAL FUTEBOL CLUBE,socios-brasil
3,CNPJ,12474685000197,AMARAL GALATICO REPRESENTACOES COMERCIAIS LTDA,socios-brasil
4,CNPJ,8648590000175,AMARAL & GALDINO LTDA - ME,socios-brasil
5,CNPJ,4224146000171,AMARAL & GALLI ALEGRIA I LTDA - ME,socios-brasil
6,CNPJ,14168532000147,AMARAL & GALVAO MONTAGENS LTDA - ME,socios-brasil
7,CNPJ,26592505000186,"AMARAL & GARCEZ CONSULTORIA, ASSESSORIA E REPRESENTACAO LTDA - ME",socios-brasil
8,CNPJ,7646231000116,AMARAL & GARCEZ TRANSPORTES LTDA - ME,socios-brasil
9,CNPJ,4758735000130,AMARAL GARCIA COMERCIO E REPRESENTACAO LTDA - ME,socios-brasil
10,CNPJ,17142143000130,AMARAL & GARCIA COMERCIO E SERVICOS LTDA - ME,socios-brasil
11,CNPJ,3044316000173,AMARAL & GARCIA LTDA,socios-brasil
12,CNPJ,7211011000160,AMARAL & GARCIA LTDA - ME,socios-brasil
13,CNPJ,10362659000141,AMARAL & GARCIA SERVICOS EM TI LTDA - ME,socios-brasil
14,CNPJ,9334562000146,AMARAL GARCIA SOCIEDADE DE ADVOGADAS - ME,socios-brasil
15,CNPJ,9184008000120,AMARAL GARCIA TRANSPORTES LTDA. - ME,socios-brasil
16,CNPJ,17781449000137,AMARAL & GARIB - CONSTRUCAO CIVIL LTDA. - ME,socios-brasil
17,CNPJ,27762205000160,AMARAL & GARRELHAS INCORPORADORA LTDA,socios-brasil
18,CNPJ,25138142000140,AMARAL GAS DISTRIBUIDORA EIRELI - ME,socios-brasil
19,CNPJ,25179238000157,AMARAL GAS LTDA - ME,socios-brasil
20,CNPJ,4227494000100,AMARAL & GASPARINI LTDA - ME,socios-brasil
21,CNPJ,4887883000154,AMARAL & GASPARINI LTDA - ME,socios-brasil
22,CNPJ,17167021000107,AMARAL & GATTI COMERCIO DE BIJUTERIAS LTDA - ME,socios-brasil
23,CNPJ,12226808000170,AMARAL & GAZAROLLA SALGADINHOS LTDA. - ME,socios-brasil
24,CNPJ,7825809000100,AMARAL & GENESIS LTDA. - ME,socios-brasil
25,CNPJ,2059861000170,AMARAL & GENOVA DE ASSIS LTDA - ME,socios-brasil
26,CNPJ,22180354000106,AMARAL & GERHARDT LTDA. - ME,socios-brasil
27,CNPJ,25109838000149,AMARAL & GERMINARI CONVENIENCIA E MERCEARIA LTDA - ME,socios-brasil
28,CNPJ,5490145000131,AMARAL & GERONIMO REPRESENTACAO COMERCIAL LTDA,socios-brasil
29,CNPJ,19339127000168,AMARAL GESTORA DE ATIVOS LTDA,socios-brasil
30,CNPJ,18364854000112,AMARAL & GHEDIN PARTICIPACOES S.A,socios-brasil
31,CNPJ,82443151000189,AMARAL & GILIOLI LTDA - ME,socios-brasil
32,CNPJ,10409500000135,AMARAL & GIMENES LTDA - ME,socios-brasil
33,CNPJ,2489063000189,"AMARAL, GIMENES & OLIVEIRA S/S LTDA - ME",socios-brasil
34,CNPJ,28632371000105,AMARAL & GIOVEDY LTDA - ME,socios-brasil
35,CNPJ,6996324000108,AMARAL & GIULIANI COMERCIO E SERVICO EM TELEFONIA LIMITADA - ME,socios-brasil
36,CNPJ,64587645000155,AMARAL & GODOY TRANSPORTES LTDA - ME,socios-brasil
37,CNPJ,3116389000123,AMARAL & GOES LTDA,socios-brasil
38,CNPJ,6133042000187,AMARAL & GOIS LTDA - EPP,socios-brasil
39,CNPJ,23624627000119,AMARAL & GOMES ADVOGADOS ASSOCIADOS,socios-brasil
40,CNPJ,23784603000127,AMARAL & GOMES ALIMENTOS LTDA - ME,socios-brasil
41,CNPJ,4757163000174,AMARAL GOMES & AZEVEDO LTDA - ME,socios-brasil
42,CNPJ,1772704000145,AMARAL GOMES & CIA LTDA - ME,socios-brasil
43,CNPJ,14073124000101,AMARAL & GOMES COMERCIO DE ACESSORIOS PARA VEICULOS LTDA - ME,socios-brasil
44,CNPJ,2433079000170,AMARAL GOMES COMERCIO DE ALIMENTOS LTDA - ME,socios-brasil
45,CNPJ,23056000161,AMARAL GOMES - COMERCIO DE MADEIRAS E FERRAGENS LTDA - ME,socios-brasil
46,CNPJ,26534492000199,"AMARAL, GOMES DE OLIVEIRA E PEREIRA ADVOCACIA",socios-brasil
47,CNPJ,2913276000196,AMARAL & GOMES ELETRODOMESTICOS LTDA - ME,socios-brasil
48,CNPJ,13185846000195,AMARAL GOMES EMPREITEIRA NA CONSTRUCAO CIVIL E COMERCIO LTDA - ME,socios-brasil
49,CNPJ,1686231000163,AMARAL GOMES & GOMES LTDA,socios-brasil
0,CNPJ,05087451000121,AMARAL & GOMES LTDA - ME,socios-brasil
1,CNPJ,05149812000117,AMARAL & GOMES LTDA - ME,socios-brasil
2,CNPJ,07426589000133,AMARAL & GOMES LTDA. - ME,socios-brasil
3,CNPJ,04509518000106,AMARAL & GOMES PAES E DOCES LTDA - ME,socios-brasil
4,CNPJ,13378331000101,AMARAL GOMES SERVICOS AUTOMOTIVOS LTDA - ME,socios-brasil
5,CNPJ,18600927000128,AMARAL GOMES SOCIEDADE DE ADVOGADOS,socios-brasil
7,CNPJ,09319731000179,AMARAL & GONCALVES LTDA - ME,socios-brasil
8,CNPJ,02970267000137,AMARAL & GONCALVES LTDA - ME,socios-brasil
9,CNPJ,10516662000172,AMARAL & GONCALVES LTDA - ME,socios-brasil
10,CNPJ,06017314000183,AMARAL & GONDIM LTDA,socios-brasil
11,CNPJ,25919986000129,AMARAL GONTIJO INDUSTRIA E COMERCIO LTDA - ME,socios-brasil
12,CNPJ,19179710000159,AMARAL & GONZAGA LTDA - ME,socios-brasil
13,CNPJ,00915948000177,AMARAL & GOUVEA BIJOUTERIAS EIRELI - EPP,socios-brasil
14,CNPJ,06281388000122,AMARAL & GRENO LTDA - ME,socios-brasil
15,CNPJ,86158839000178,AMARAL GRILLO & CIA - ME,socios-brasil
16,CNPJ,04454904000148,AMARAL & GROWALD - PSIQUIATRIA E PSICOLOGIA S/C LTDA - ME,socios-brasil
17,CNPJ,88453436000187,AMARAL & GRUBEL LTDA,socios-brasil
18,CNPJ,02573724000150,AMARAL & GUERRA LTDA,socios-brasil
19,CNPJ,03172622000195,AMARAL & GUERRA LTDA - ME,socios-brasil
20,CNPJ,23045648000180,AMARAL GUIMARAES COMERCIO DE ALIMENTOS LTDA. - ME,socios-brasil
21,CNPJ,10592671000142,"AMARAL, GUIMARAES & JARDIM ADVOGADOS ASSOCIADOS",socios-brasil
22,CNPJ,02546327000199,AMARAL& GUIMARAES LTDA,socios-brasil
23,CNPJ,07061098000136,AMARAL & GUIMARAES LTDA - ME,socios-brasil
24,CNPJ,10577818000125,AMARAL & GUIMARAES LTDA - ME,socios-brasil
25,CNPJ,12603324000101,AMARAL & GUIMARAES LTDA - ME,socios-brasil
26,CNPJ,12182061000104,AMARAL GUIMARÃES LTDA - ME,socios-brasil
27,CNPJ,01637183000113,AMARAL GUIMARES & AMARAL LTDA - ME,socios-brasil
28,CNPJ,05659163000102,AMARAL GUINCHO LTDA - ME,socios-brasil
29,CNPJ,02883839000140,AMARAL GUINCHOS S/C LTDA - ME,socios-brasil
30,CNPJ,68335603000188,AMARAL & GUISSARDI LTDA - ME,socios-brasil
31,CNPJ,01042264000170,AMARAL GUISSI SERVICOS DE CONTROLE DE LIQUIDOS LTDA - ME,socios-brasil
32,CNPJ,07588625000165,AMARAL & GULARTE LTDA - ME,socios-brasil
33,CNPJ,60738663000130,AMARAL GURGEL ADVOGADOS,socios-brasil
34,CNPJ,18817611000192,AMARAL GURGEL ASSESSORIA E CONSULTORIA LTDA - ME,socios-brasil
35,CNPJ,04199793000170,AMARAL GURGEL & ASSOCIADOS -CONSULTORIA & AUDITORIA S/C LTDA - ME,socios-brasil
36,CNPJ,17401960000166,AMARAL GURGEL COMERCIO DE ALIMENTOS LTDA - ME,socios-brasil
37,CNPJ,27138241000158,AMARAL GURGEL COMERCIO DE MODELISMO LTDA. - ME,socios-brasil
38,CNPJ,07876913000115,AMARAL GURGEL COMERCIO DE VEICULOS LTDA - ME,socios-brasil
39,CNPJ,19631574000196,AMARAL GURGEL CONSTRUTORA E INCORPORADORA LTDA - ME,socios-brasil
40,CNPJ,09299621000192,AMARAL GURGEL EDITORIAL EIRELI,socios-brasil
41,CNPJ,12239215000149,AMARAL GURGEL ENGENHARIA CIVIL LTDA - ME,socios-brasil
42,CNPJ,00660898000124,AMARAL & GURGEL IMOVEIS LTDA - ME,socios-brasil
43,CNPJ,02468177000142,AMARAL GURGEL INCORPORADORA E CONSTRUTORA EIRELI,socios-brasil
44,CNPJ,03515427000110,AMARAL GURGEL KISS LTDA - ME,socios-brasil
45,CNPJ,20362114000199,AMARAL GURGEL PREPARATORIO PARA CONCURSOS EIRELI - EPP,socios-brasil
46,CNPJ,05406666000168,AMARAL GURGEL TRANSPORTADORA LTDA - ME,socios-brasil
47,CNPJ,07396259000142,AMARAL HADDAD INFORMATICA LTDA - ME,socios-brasil
48,CNPJ,04935361000180,AMARAL & HAGA BRINQUEDOTECA E PRE-ESCOLA LTDA - ME,"socios-brasil,gastos-diretos"
49,CNPJ,18822442000189,AMARAL & HELFER PINTURAS LTDA - ME,socios-brasil
0,CNPJ,21155863000108,AMARAL & HENRIQUE SERVICOS MEDICOS LTDA,socios-brasil
1,CNPJ,01368139000155,AMARAL & HERMANN LTDA - ME,socios-brasil
2,CNPJ,16789044000182,AMARAL HILARIO TRANSPORTES LTDA - ME,socios-brasil
3,CNPJ,25144009000105,AMAR - ALIANCA DE MAES E FAMILIAS RARAS,socios-brasil
4,CNPJ,03213689000120,"AMAR-ALIANCA MUNDIAL DE MISSIONARIOS PARA A AFRICA,ASIA E AMERICA LATINA",socios-brasil
5,CNPJ,51586444000191,AMARALICE CALCADOS E BAZAR LTDA,socios-brasil
6,CNPJ,10749619000157,AMARALIMA COMERCIO DE PRODUTOS VETERINARIOS LTDA - ME,socios-brasil
7,CNPJ,23464759000120,AMARALIMA REPRESENTACOES COMERCIAIS LTDA - ME,socios-brasil
8,CNPJ,07513656000157,AMARALIMA REPRESENTACOES LTDA - ME,socios-brasil
9,CNPJ,27764696000189,AMARAL IMOVEIS EIRELI - ME,socios-brasil
10,CNPJ,07767579000161,AMARAL- IMOVEIS LTDA,socios-brasil
11,CNPJ,26205842000173,AMARAL IMOVEIS LTDA - EPP,socios-brasil
12,CNPJ,05202203000184,AMARAL IMOVEIS LTDA - EPP,socios-brasil
13,CNPJ,10464457000100,AMARAL IMOVEIS LTDA - ME,socios-brasil
14,CNPJ,18354158000125,AMARAL IMOVEIS LTDA - ME,socios-brasil
15,CNPJ,05371016000124,AMARAL IMOVEIS - NEGOCIOS IMOBILIARIOS LTDA,socios-brasil
16,CNPJ,53454864000140,AMARAL IMOVEIS S/C LTDA,socios-brasil
17,CNPJ,01030321000100,AMARAL IMOVEIS S/C LTDA - ME,socios-brasil
18,CNPJ,22911460000104,AMARAL IMOVEIS VENDA E SERVICOS LTDA - ME,socios-brasil
19,CNPJ,27415031000160,AMARAL IMOVEIS VR LTDA - ME,socios-brasil
20,CNPJ,05404118000107,AMARALIMP SERVICOS LTDA.,socios-brasil
21,CNPJ,01550023000132,AMARALINA ADMINISTRACAO DE CONDOMINIO LTDA,socios-brasil
22,CNPJ,04016922000148,AMARALINA AGRICOLA S.A.,socios-brasil
23,CNPJ,08936126000184,"AMARALINA BENS MOVEIS, IMOVEIS E SERVICOS LTDA - EPP",socios-brasil
24,CNPJ,01671679000103,AMARALINA CATALOGOS E PRESENTES LTDA,socios-brasil
26,CNPJ,07768796000176,AMARALINA COBRANCA LTDA - ME,socios-brasil
27,CNPJ,47269220000189,AMARALINA COM DE MATERIAIS PARA CONSTRUCAO LTDA - ME,socios-brasil
28,CNPJ,02841581000110,AMARALINA - COMERCIO DE AGUA LTDA,socios-brasil
29,CNPJ,48047179000169,AMARALINA COMERCIO DE ARMARINHOS LTDA - ME,socios-brasil
30,CNPJ,53262564000169,AMARALINA - COMERCIO DE ARTIGOS PARA PRESENTES LTDA - ME,socios-brasil
31,CNPJ,10174369000174,AMARALINA COMERCIO DE GAS LTDA - ME,socios-brasil
32,CNPJ,49830508000106,AMARALINA COMERCIO DE PRODUTOS ALIM E REPRES LTDA - ME,socios-brasil
33,CNPJ,09008163000195,AMARALINA COMERCIO E CONFECCOES LTDA - ME,socios-brasil
34,CNPJ,60332384000171,AMARALINA CONSTRUCOES E EMPREENDIMENTOS LTDA.,socios-brasil
35,CNPJ,04451239000139,AMARALINA COSMETICOS LTDA - ME,socios-brasil
38,CNPJ,03616207000183,AMARALINA ELETRICA E HIDRAULICA LTDA,socios-brasil
39,CNPJ,12290917000157,AMARALINA EMPREENDIMENTOS IMOBILIARIOS E INCORPORACAO LTDA,socios-brasil
40,CNPJ,13416649000130,AMARALINA-EMPREENDIMENTOS IMOBILIARIOS LTDA,socios-brasil
41,CNPJ,18480771000199,AMARALINA EMPREENDIMENTOS IMOBILIARIOS SPE LTDA,socios-brasil
42,CNPJ,10251519000104,AMARALINA EMPREITEIRA DE CONSTRUCAO COMERCIAL EM ALVENARIA LTDA - ME,socios-brasil
43,CNPJ,66596321000109,AMARAL & INAFUKU LTDA - ME,socios-brasil
44,CNPJ,04925033000101,AMARALINA HOTEL LTDA - EPP,socios-brasil
45,CNPJ,28736756000112,AMARALINA IMPORTACAO E EXPORTACAO LTDA - EPP,socios-brasil
46,CNPJ,11078493000107,AMARALINA INDUSTRIA DE ALIMENTOS LTDA,socios-brasil
47,CNPJ,08398553000156,AMARALINA INDUSTRIA E COMERCIO DE MATERIAIS E MAQUINAS PARA CONSTRUCAO LTDA - ME,socios-brasil
49,CNPJ,39778337000160,AMARALINA LAVANDERIA LTDA - ME,"socios-brasil,gastos-diretos"
4,CNPJ,05920408000103,AMARALINA MOVEIS LTDA - ME,socios-brasil
5,CNPJ,24941142000111,AMARALINA PARTICIPACOES S.A.,socios-brasil
6,CNPJ,10490697000180,AMARALINA POUSADA CONFORT LTDA - ME,"socios-brasil,gastos-deputados"
7,CNPJ,11680681000100,AMARALINA PRODUCOES LTDA - ME,socios-brasil
8,CNPJ,39520937000123,AMARALINA REPAROS NAVAIS LTDA,socios-brasil
9,CNPJ,03941766000169,AMARALINA REPRESENTACOES E SERVICOS LTDA - ME,socios-brasil
11,CNPJ,24144729000108,AMARALINA SERVICOS E SISTEMAS LTDA,socios-brasil
12,CNPJ,10394182000186,AMARALINA - SERVICOS GRAFICOS LTDA - ME,socios-brasil
13,CNPJ,04271556000173,AMARALINA SUPERMERCADOS LTDA - ME,socios-brasil
14,CNPJ,14817598000110,AMARALINA TRANSPORTES RODOVIARIOS DE CARGAS LTDA - ME,socios-brasil
15,CNPJ,05047908000174,AMARALINA TRATORES LTDA - ME,socios-brasil
17,CNPJ,15711823000100,AMARALINA VIAGENS E TURISMO LTDA - ME,socios-brasil
18,CNPJ,96856810000113,AMARALINA VIDEO LTDA - ME,socios-brasil
19,CNPJ,17652909000127,AMARAL INCORPORACAO & EMPREENDIMENTOS LTDA,socios-brasil
20,CNPJ,15552794000173,AMARAL INCORPORADORA E EMPREENDEDORA IMOBILIARIA LIMITADA,socios-brasil
21,CNPJ,25255402000168,AMARAL INCORPORADORA EIRELI,socios-brasil
22,CNPJ,07779320000130,AMARAL INCORPORADORA LTDA - ME,socios-brasil
23,CNPJ,03113997000184,AMARALINDA BAZAR LTDA,socios-brasil
24,CNPJ,02204425000148,AMARAL IND. E COM. DE ABSORVENTES LTDA - ME,socios-brasil
25,CNPJ,00059682000108,AMARAL IND E COM DE BOTOES LTDA - ME,socios-brasil
26,CNPJ,06103787000101,AMARAL IND. E COM. DE EMBALAGENS LTDA - EPP,"socios-brasil,gastos-diretos"
28,CNPJ,08240958000161,AMARAL INDUSTRIA DE MOVEIS LTDA - ME,socios-brasil
29,CNPJ,07169702000142,AMARAL INDUSTRIA E COMERCIO DE BOLSAS LTDA - ME,socios-brasil
30,CNPJ,01094367000184,AMARAL INDUSTRIA E COMERCIO DE EMBALAGENS LTDA - ME,socios-brasil
31,CNPJ,04169006000148,AMARAL INDUSTRIA E COMERCIO DE FOGOS LTDA - EPP,socios-brasil
32,CNPJ,64457658000100,AMARAL - INDUSTRIA E COMERCIO DE JOIAS IMPORTACAO E EXP - ME,socios-brasil
33,CNPJ,00622273000178,AMARAL INDUSTRIA E COMERCIO LTDA - ME,socios-brasil
35,CNPJ,08718580000169,AMARALINE COMERCIO E CONFECCAO DE ROUPAS LTDA - ME,socios-brasil
40,CNPJ,26673753000151,AMARAL INFORMATICA E ELETRONICOS EIRELI - ME,socios-brasil
41,CNPJ,18252883000192,AMARAL INFORMATICA LTDA - EPP,socios-brasil
42,CNPJ,03750001000141,AMARAL INFORMATICA LTDA - ME,socios-brasil
43,CNPJ,06227344000114,AMARAL INFORMATICA LTDA - ME,socios-brasil
44,CNPJ,04319931000108,AMARALIN REPRESENTACOES COMERCIAIS LTDA - ME,socios-brasil
45,CNPJ,61350385000101,AMARAL INSTALACOES ELETRICAS LTDA - ME,socios-brasil
46,CNPJ,01223505000188,AMARAL INSTALACOES E LOCACAO LTDA - ME,socios-brasil
47,CNPJ,11145486000172,AMARAL INSTITUTO DE ENSINO LTDA,socios-brasil
48,CNPJ,02017195000108,AMARAL INTERMEDIACAO DO COMERCIO LTDA - ME,socios-brasil
49,CNPJ,82636705000164,AMARAL INVESTIMENTOS E PARTICIPACOES LTDA,socios-brasil
0,CNPJ,70944467000175,AMARALI PARTICIPACOES LTDA,socios-brasil
1,CNPJ,44955482000109,AMARAL & IRMAO LTDA - ME,socios-brasil
2,CNPJ,07436301000101,AMARAL & IRMAO LTDA - ME,socios-brasil
3,CNPJ,97546210000111,AMARAL IRMAOS COMERCIO E SERVICOS LTDA - ME,socios-brasil
4,CNPJ,22705763000170,AMARALIS ADMINISTRADORA DE BENS EIRELI - ME,socios-brasil
5,CNPJ,05911069000190,AMARALIS CORRETORA DE SEGUROS DE VIDA LTDA - ME,socios-brasil
6,CNPJ,60210077000118,AMARAL & ISIDIO CONTABILIDADE LTDA - ME,socios-brasil
7,CNPJ,01282138000193,AMARAL ISIQUE & ISIQUE LTDA - ME,socios-brasil
10,CNPJ,22116046000103,AMARAL IT SOLUTIONS LTDA - ME,socios-brasil
11,CNPJ,17963818000102,AMARAL & IVANHINCHEN LTDA,socios-brasil
12,CNPJ,02208052000183,AMARALIX TINGIMENTO LTDA - ME,socios-brasil
13,CNPJ,07120252000101,AMARAL & JARDIM CONSULTORIA E ASSESSORIA DE INFORMATICA LTDA - ME,socios-brasil
14,CNPJ,02120854000137,AMARAL & JESUS COMERCIO DE FLORES E PLANTAS LTDA - ME,socios-brasil
15,CNPJ,12638348000198,AMARAL & JESUS LTDA - ME,socios-brasil
16,CNPJ,00374807000194,AMARAL JET IMPORTADORA LTDA,socios-brasil
17,CNPJ,67354498000161,AMARAL JET INTERMEDIACOES E ASSESSORIA LTDA - ME,socios-brasil
18,CNPJ,23773551000193,AMARAL JOIAS LTDA - ME,socios-brasil
20,CNPJ,08096858000103,AMARAL J.P. REPRESENTACOES COMERCIAIS LTDA - ME,socios-brasil
21,CNPJ,01233572000183,AMARAL JR & ALVES LTDA - ME,socios-brasil
22,CNPJ,17487454000131,AMARAL & J REPRESENTACOES LTDA - ME,socios-brasil
23,CNPJ,23036280000193,AMARAL JR SERVICOS MEDICOS EIRELI - ME,socios-brasil
24,CNPJ,18653721000166,AMARAL & JULIAO COSMETICOS LTDA - ME,socios-brasil
25,CNPJ,10691147000129,AMARAL JUNIOR & CIA LTDA - ME,socios-brasil
26,CNPJ,08340091000116,AMARAL & JUNIOR CONFECCOES LTDA - ME,socios-brasil
